time_sec,gt_x,gt_y,est_x,est_y,noisy_x,noisy_y
1765530578.56767,2.3357331678385798,4.5214208042443484,3.5610152130137003,5.460073362465815,3.467279485532492,5.479881926889651
1765530578.6684177,2.2468435824661506,4.567228099334093,3.3564930205305217,5.5174265406628225,3.418495038943118,5.503799559293497
1765530578.7696178,2.1570556895916466,4.611248560079794,3.640453604481056,5.476953166204314,3.5777960434380454,5.429612764445483
1765530578.8705318,2.0664054031749357,4.653464578884147,3.4969962243334907,5.596388289221006,3.4417085891261183,5.489707055467417
1765530578.9692626,1.974928982121992,4.693859269902472,3.4008242685787717,5.563932714324961,3.368604819428533,5.520256533370164
1765530579.071011,1.8826630157816344,4.7324164757969225,3.2580212803159654,5.602341225903343,3.1917134447545146,5.590056265349855
1765530579.1709354,1.7896444093100712,4.769120774199286,2.949438873930177,5.544787409517029,2.996986371304802,5.662427524453624
1765530579.2710254,1.6959103689097912,4.803957483879533,2.9614048006045524,5.7426954496472655,2.9540038908033694,5.67743087087188
1765530579.3754253,1.6014983869470512,4.836912670618323,2.848664674736924,5.760798670901356,2.895333731007158,5.696602696656398
1765530579.4722083,1.5064462269558931,4.867973152780335,2.5887283282689237,5.759050992541482,2.6206092713104225,5.780332731064536
1765530579.5709987,1.4107919085330363,4.897126506586814,2.3838885870223705,5.7994964891967,2.3917009318337032,5.8451252326170176
1765530579.66717,1.31457369213034,4.924361071084989,2.4076388844685517,5.818850337018338,2.397684462631565,5.843560142060791
1765530579.7672877,1.2178300637516095,4.949665952812142,2.355645136488143,5.863679090148668,2.3209332885140377,5.862003943058664
1765530579.8671546,1.120599719558161,4.973031030153012,2.106314896027442,6.009904958819534,2.1398213304951024,5.901712718800845
1765530579.968916,1.0229215503913536,4.994446957388177,2.206096869155156,5.8722780428530115,2.154387642024438,5.898823094457373
1765530580.07083,0.9248346262165652,5.013905168432268,2.1633311758253018,5.899001066324896,2.13706715491299,5.901900417506599
1765530580.2040045,0.8263781804955183,5.031397880260338,2.0493080428267554,6.061838086516223,2.1016541360068355,5.907464105011156
1765530580.2938323,0.7275915944939062,5.04691809602086,2.122769857832587,5.770910307170879,2.1599368179282576,5.899498240791225
1765530580.4024825,0.6285143815288522,5.060459607834489,1.961297664224446,5.890705256075914,1.9469577113986263,5.924279548077648
1765530580.5207698,0.5291861711646005,5.072016999277037,1.8785930439931968,5.932110837205696,1.8253267083972637,5.9359718365244465
1765530580.6400409,0.42964669336100925,5.081585647546017,1.5427051553554865,5.9365476879633166,1.580367430108168,5.954583943810546
1765530580.679085,0.32993576258188306,5.089161725309717,1.2959946873136112,5.9374906042028925,1.334876475244096,5.968305120663729
1765530580.7776613,0.230093261870214,5.094742202238032,1.3982662084784068,5.993659480398707,1.4194927186493416,5.965271623902777
1765530580.8713827,0.1301591268949292,5.098324846214605,1.2766016291372217,6.010406759804938,1.2457923063894927,5.968022348730193
1765530580.981236,0.030173329977652444,5.099908224229608,1.1762557185281388,5.869904688285534,1.1362839514193548,5.967566211572929
1765530581.0737064,-0.06982413589590451,5.099491702952948,1.0310800362179737,5.95105120419614,1.0300041825969544,5.964997429645754
1765530581.1802118,-0.1697932730728161,5.097075448987582,1.0473421410345147,5.943302220554531,1.0562886691318336,5.966159047098834
1765530581.2693532,-0.2696940952309735,5.092660428802882,0.9357756859804702,5.977996740225256,0.9423065009912434,5.958835293900764
1765530581.3733802,-0.36948664337364856,5.08624840834805,0.6824950628839475,5.9316249881521745,0.7291335768194469,5.940851046362721
1765530581.4760857,-0.4691310018120628,5.077841952345778,0.6064013943352748,5.994491489582999,0.6264312189800216,5.930114163732999
1765530581.5705788,-0.5685873141313439,5.06744442326639,0.44841708686654375,5.865208036149255,0.432282241316329,5.905882946231347
1765530581.675487,-0.667815799132772,5.055059979982872,0.3695957602888353,5.8309484585048645,0.3636817309554139,5.8959240436288
1765530581.7756145,-0.7667767667452343,5.04069357610743,0.27538897327839257,5.7908832210862835,0.29470453356113485,5.884497547872082
1765530581.8837385,-0.8654306339012883,5.0243509580100465,0.18668635542893913,5.844012137382855,0.19090881603467288,5.865162892918881
1765530581.9885943,-0.9637379403693687,5.006038662520068,-0.016461961407652357,5.838355212657529,-0.017630192141957185,5.821984854359389
1765530582.083385,-1.061659364537565,4.985764014311549,-0.026019055182674968,5.75013060391377,-0.04926963249428337,5.814771153496715
1765530582.1710393,-1.1591557391419511,4.963535122973415,-0.2579371056899842,5.816483163972877,-0.2644527742830163,5.7611612925130915
1765530582.2768414,-1.2561880669324808,4.939360879765855,-0.32114498943356296,5.722617819668195,-0.33803621418282703,5.741257959760583
1765530582.377775,-1.3527175362719228,4.913250954063796,-0.3048438336003353,5.691807514926732,-0.32476815112218516,5.745133155930796
1765530582.4698153,-1.4487055366595147,4.885215789489409,-0.4194915194519867,5.679279594891124,-0.46318384769123255,5.701683634018649
1765530582.5752575,-1.5441136741748567,4.8552665997347475,-0.5241573492911791,5.680439906466055,-0.5017370549021958,5.688729041458308
1765530582.6706316,-1.63890378683517,4.8234153640763555,-0.6503103509547531,5.564462672874434,-0.6841262975813925,5.623355207358368
1765530582.7770512,-1.7330379598591066,4.789674822583862,-0.7966897521806128,5.601906657489899,-0.7590834001852076,5.594784125175089
1765530582.910694,-1.826478540832697,4.754058471023951,-0.783132441864908,5.62133502074035,-0.8065643084171361,5.57558994030103
1765530583.001341,-1.9191881547693415,4.716580555462388,-0.938800785062279,5.546863492886334,-0.9268743992571834,5.5241318987947565
1765530583.1167061,-2.0111297190595128,4.67725606656573,-0.9797903869469593,5.493713275988811,-1.0008163030861645,5.4907413726791185
1765530583.18443,-2.1022664583034962,4.636100733605158,-1.1711675215442254,5.408255174669269,-1.150977009371208,5.419283042790882
1765530583.2735598,-2.192561919020605,4.593131018165186,-1.3829362809595835,5.295850183713261,-1.3361007422180289,5.3266013505626635
1765530583.3774593,-2.2819799842306043,4.548364107559006,-1.4828429994613315,5.253970887258562,-1.4950325188769955,5.243016488105611
1765530583.475699,-2.37048488789957,4.501817907954009,-1.601272584558487,5.204472587468977,-1.6117346426940888,5.17862921102034
1765530583.5681896,-2.458041229246023,4.45351103720946,-1.7551965716535782,5.0922667940635,-1.7366459761045154,5.10641723537264
1765530583.6691937,-2.544613986900951,4.403462817429508,-1.914644285785056,4.9944888519335136,-1.9524936802052197,4.975806542283907
1765530583.7681727,-2.6301685329154574,4.351693267234834,-2.005833986386061,4.925785192978249,-2.0268412647547924,4.928761822693393
1765530583.869998,-2.714670646611969,4.298223093755191,-1.9800714841294074,4.9435672230644965,-2.0306456549410656,4.926246595763502
1765530583.967703,-2.7980865282716274,4.243073684347083,-2.139788153357973,4.897455296803643,-2.1237386748258604,4.861987356012153
1765530584.0746748,-2.880382812653907,4.1862670980389955,-2.073401659073858,4.823288559955763,-2.145879774297623,4.846040981887429
1765530584.1707847,-2.96152658234244,4.127826056707962,-2.105473263166488,4.895256786858138,-2.0551954365856475,4.914148393365138
1765530584.2675645,-3.041485380911139,4.067773935991394,-2.2466834087213834,4.767868781430009,-2.289081439134741,4.731062241089092
1765530584.3662179,-3.1202272259067927,4.006134755936807,-2.349695083982415,4.672904193272035,-2.3135468901597904,4.71110885981482
1765530584.466858,-3.1977206216412237,3.9429331713944222,-2.3939763825637588,4.637207624767336,-2.4218240450589392,4.6191345790614795
1765530584.5671031,-3.2739345717893156,3.8781944621554265,-2.537603334235227,4.575377364452354,-2.476057177985761,4.571167303535133
1765530584.6672306,-3.34883859178729,3.8119445228402506,-2.532511144531481,4.426799244414475,-2.545801060418671,4.506950151359755
1765530584.771749,-3.4224027210257475,3.7442098525413963,-2.5798995527085484,4.506955388147176,-2.591630394141763,4.463026810863518
1765530584.8729672,-3.4945975348339404,3.675017544223768,-2.646075247114754,4.429109808158221,-2.6669347108875305,4.387907946313668
1765530584.9719543,-3.5653941562488765,3.6043952738881893,-2.647507826344239,4.326147888357051,-2.7238744812145335,4.32878984701744
1765530585.0717561,-3.6347642675658833,3.5323712895012287,-2.8871454624866724,4.159483053880745,-2.8844637487843574,4.155240490509209
1765530585.169218,-3.7026801216654555,3.458974399696231,-2.9905774502561693,4.004854406734007,-2.987206267125907,4.039652525082555
1765530585.2700326,-3.769114553111389,3.3842339622506117,-2.9942412084418657,3.91967448061524,-3.0055007596612,4.018222564224675
1765530585.3691382,-3.834040989016981,3.308179872342715,-2.9738221122024475,3.994592793849502,-3.0194618876766195,4.001190316733539
1765530585.468755,-3.897433459673495,3.2308425505945166,-3.1421598816833933,3.8949641654169054,-3.1311118349956737,3.8592837989076476
1765530585.5757108,-3.9592666089378477,3.1522529309036225,-3.156231827677782,3.7005261365590694,-3.206264219224351,3.759731298942499
1765530585.6746347,-4.019515704374851,3.072442448069949,-3.1862193557986487,3.816427813413993,-3.176647988136086,3.800639536626861
1765530585.7753959,-4.078156647149556,2.9914430252226167,-3.167634304843984,3.8587065407984107,-3.1556355575011876,3.8309204811954016
1765530585.8743806,-4.1351659816668045,2.9092870610506725,-3.1651904544930405,3.7166573790802655,-3.2245923641320093,3.7271772551026476
1765530585.975488,-4.190520904952862,2.826007416844444,-3.241004502475231,3.72698083051614,-3.2305293729816498,3.717845647062614
1765530586.070305,-4.244199275776431,2.7416374033512936,-3.4729723720498695,3.4215706394195684,-3.3753003793162866,3.4799230361641125
1765530586.1684344,-4.296179623504963,2.6562107674515794,-3.360262005107054,3.6706985923142312,-3.3282972063929197,3.560767793811121
1765530586.2730918,-4.346441156692352,2.569761678660777,-3.5096368278408994,3.3476750975157397,-3.4498123227034365,3.341799528849027
1765530586.373624,-4.394963771395541,2.4823247154616404,-3.5702326995408993,3.175736981424473,-3.538701088485473,3.173789573308452
1765530586.472476,-4.441728059215572,2.3939348514736993,-3.5283098441215066,3.012189801845401,-3.6016574042354774,3.0488105009524302
1765530586.5702758,-4.4867153150608,2.304627441464098,-3.6499794451809584,2.989862493015319,-3.632045750220658,2.9853569195516014
1765530586.6673563,-4.529907544628774,2.214438207205963,-3.7853082553688675,2.7907778207440765,-3.711310399113931,2.8109763303980855
1765530586.7815554,-4.571287471603493,2.1234032231906186,-3.7123918423575444,2.868268067328036,-3.72082713286161,2.7888768553736
1765530586.869419,-4.610838544565952,2.0315589021977583,-3.7274299715424277,2.807032624856376,-3.7336782622940503,2.7573110714366447
1765530586.9749498,-4.648544943614276,1.9389419807312689,-3.7193227831269304,2.8334470114450068,-3.684750085829595,2.8847307137488976
1765530587.072366,-4.684391586691566,1.845589504324928,-3.7973274834810007,2.596571363419678,-3.793488684372736,2.583695297813126
1765530587.1704347,-4.718364135618592,1.7515388127244822,-3.8114494645672967,2.3861048380734036,-3.8485952623457673,2.4210262397486746
1765530587.2728326,-4.750449001828694,1.656827524952713,-3.889306051929018,2.3122190547917683,-3.884146309681394,2.3087421066095857
1765530587.398622,-4.780633351803229,1.561493524261794,-3.8884129305508646,2.2385373984581074,-3.910079282660601,2.220758410467484
1765530587.4897735,-4.808905112204634,1.4655749429809657,-3.914365832774167,2.1788662710094733,-3.9174509285621966,2.193769340064995
1765530587.589248,-4.835252974705683,1.3691101472639118,-3.989566015877481,1.9199455668227485,-3.9808625478418156,1.9418924188830575
1765530587.6899772,-4.8596664005127135,1.2721377217426022,-3.9941516728002466,1.6234211015607498,-4.040774253252328,1.6820760360629603
1765530587.7805166,-4.882135624580875,1.1746964540944345,-4.051520069666783,1.620399847508878,-4.044199559414945,1.6657357148767336
1765530587.8714418,-4.902651659520159,1.07682531952713,-4.113248254943387,1.5714179996214268,-4.049384729146135,1.6382760389194433
1765530587.9688718,-4.921206299190115,0.9785634651896539,-4.155904759130152,1.5485653052515058,-4.070749287975796,1.5112501416127102
1765530588.0654786,-4.937792121982257,0.8799501945136706,-4.076578996020663,1.4593195805461494,-4.08436900039216,1.4190325458853128
1765530588.167977,-4.952402493788634,0.7810249514924844,-4.15867874055026,1.2399620973028682,-4.10568167963453,1.2516277826038145
1765530588.272723,-4.965031570655303,0.6818273049044585,-4.119805424945128,1.3300018808838456,-4.107816766453105,1.2316806009831174
1765530588.3658912,-4.975674301119922,0.5823969324854699,-4.118748267962374,1.1755887767745539,-4.1150453904700015,1.1484479383171204
1765530588.465013,-4.984326428232197,0.4827736050588357,-4.041611904621534,1.1942454245817835,-4.1153388575226275,1.1440500982806583
1765530588.5650084,-4.990984491256637,0.3829971706273043,-4.00355925542392,1.1739662812855474,-4.1148082576862,1.1554205347337367
1765530588.6652994,-4.995645827056817,0.28310753843417197,-4.0849718304810985,1.16584201878172,-4.115433086401596,1.1319636524307566
1765530588.7654152,-4.9983085711605595,0.18314466300061372,-4.113299583274866,1.0405340703538295,-4.116096640608257,1.0318971130567898
1765530588.8653018,-4.998971658505731,0.08314852814384044,-4.10684911997446,0.9569653480889243,-4.1155462226446735,0.9907282513755258
1765530588.9643664,-4.99763482386623,-0.016840869015398108,-4.2304105108565,0.8625233594065145,-4.109824895029565,0.8193353569152196
1765530589.0646288,-4.994298601958092,-0.11678353405134141,-4.138317530117925,0.6418123082922635,-4.1016223307166575,0.6657859145139693
1765530589.1647682,-4.988964327225593,-0.21663949123066806,-4.2455939881464815,0.7289369596943231,-4.1040944855946515,0.699420262892286
1765530589.265637,-4.9816341333075105,-0.31636879950175967,-4.186694456709536,0.5416544763613192,-4.091286782348338,0.5626460886696996
1765530589.3671353,-4.972310952183667,-0.41593156847115564,-4.176313958240331,0.3811231546678054,-4.0651217442380965,0.33284028774171
1765530589.466365,-4.9609985130022105,-0.5152879743586835,-4.034074654186,0.34822850438121494,-4.067867567229371,0.35330624367881075
1765530589.5665724,-4.947701340587991,-0.6143982759266517,-4.193717352421709,0.38481642992599574,-4.063103103565314,0.3224848304817696
1765530589.6657462,-4.932424753632664,-0.7132228303760274,-3.9775174673563867,0.30017216618068565,-4.059328672934027,0.30093230625106104
1765530589.768032,-4.915174862567347,-0.8117221092025334,-4.134582731548487,0.2602073096623175,-4.030200343438181,0.1521784992895674
1765530589.8689334,-4.895958567118446,-0.9098567140080854,-3.9830969589258447,0.09314057624472952,-4.021099708788363,0.1101756361565561
1765530589.9670322,-4.874783553547938,-1.007587392259135,-4.04362980100738,-0.07878920906003661,-3.972256002977354,-0.09530916596251165
1765530590.066559,-4.85165829157894,-1.1048750529873705,-3.83308041530502,-0.14710070802267483,-3.9501936499923693,-0.18051382454268342
1765530590.16835,-4.826592031007873,-1.2016807824257911,-3.913935561735554,-0.2882121164208158,-3.9152932800035694,-0.3049852774675513
1765530590.2675142,-4.799594798004789,-1.2979658595732095,-3.8425981498524364,-0.5740218072050239,-3.8271481916033765,-0.5967738535907368
1765530590.3659031,-4.770677391102893,-1.3936917716826873,-3.753999424283383,-0.6730102077492819,-3.8098511512547804,-0.6501521711410152
1765530590.4668741,-4.739851376879403,-1.4888202296656408,-3.778177666014329,-0.7971608122307382,-3.748198051484466,-0.8281893203928987
1765530590.5676622,-4.707129085329025,-1.5833131834071719,-3.72883351003512,-0.8973451810762026,-3.7126556302945235,-0.9245491340736524
1765530590.6659975,-4.67252360493204,-1.677132836985808,-3.7002012168104534,-1.0546016696954503,-3.6820526113057346,-1.0026690701786694
1765530590.7691731,-4.636048777419259,-1.7702416637908962,-3.67855932401295,-1.041433627155445,-3.647784236625862,-1.0852437455069617
1765530590.8654406,-4.597719192235307,-1.862602421533281,-3.5469285124175576,-1.2470861481277558,-3.5666876829989698,-1.2701245051116576
1765530590.9722435,-4.557550180703231,-1.9541781671412595,-3.5790538741177005,-1.184198359682276,-3.5866732349838553,-1.2269316384976092
1765530591.073907,-4.515557809892093,-2.0449322715375184,-3.571863616519099,-1.228167090219778,-3.5936577792109903,-1.2125960446479462
1765530591.1796663,-4.471758876190268,-2.134828434290466,-3.585010206618576,-1.1702423417111798,-3.6307202255555415,-1.1402383354081373
1765530591.2726665,-4.42617089858732,-2.2238306981334732,-3.582004888049973,-1.3559256319441801,-3.5372121180508427,-1.3141346307598147
1765530591.3842297,-4.378812111666395,-2.31190346334781,-3.5307699936169183,-1.3580863313886633,-3.5334397264533925,-1.320825758053703
1765530591.4785674,-4.329701458310851,-2.3990115020016156,-3.5437871246752515,-1.3065810184726931,-3.5189176262667776,-1.3454206653974534
1765530591.61361,-4.278858582127266,-2.485119972040792,-3.3668537712383393,-1.5791153611299973,-3.392086822144156,-1.5507314982771065
1765530591.6910396,-4.2263038195881455,-2.5701944312255436,-3.415718087788842,-1.6121788069169973,-3.3521650277449,-1.61255559650423
1765530591.83143,-4.172058191897859,-2.654200850906387,-3.161426195601149,-1.9329431623495164,-3.1213854924813296,-1.9547320490678015
1765530591.92749,-4.116143396584142,-2.7371056296356397,-3.0047478220942296,-2.1231984929483776,-3.0486713903306826,-2.0580271397059455
1765530591.97713,-4.058581798819635,-2.818875606607132,-3.0099729818288057,-2.0987337005921414,-3.0135429196397925,-2.1058673600555187
1765530592.0794845,-3.999396422476009,-2.8994780749202707,-2.9988946028039347,-2.176495312483776,-2.9660455883232166,-2.167912065306797
1765530592.170907,-3.93861094091459,-2.9788807946625293,-2.8215756510994807,-2.4468330705855643,-2.745576758275174,-2.4442745339533625
1765530592.2702248,-3.8762496675176266,-3.057052005804588,-2.645438687087148,-2.5489218142070804,-2.6770088706193436,-2.526785469428933
1765530592.3723466,-3.812337545962916,-3.1339604409043695,-2.6062054531623677,-2.6402444697363867,-2.653567628476565,-2.5538725320036235
1765530592.4691815,-3.746900140246975,-3.20957533761321,-2.555070464025464,-2.79402984711733,-2.5698391186016925,-2.6468006467408287
1765530592.5706794,-3.67996362445965,-3.2838664509805584,-2.5388854392499596,-2.753316018675955,-2.5239274691952627,-2.695751712045006
1765530592.6659155,-3.611554772314686,-3.356804065551709,-2.4397527763761726,-2.702152864879239,-2.4784994559617606,-2.74228601131751
