time,gt_x,gt_y,est_x,est_y,noisy_x,noisy_y
1765540097.5281494,-0.3288521356468308,5.089101228732017,-3.2611608918903503,2.388307527643428,-2.5481973909409117,2.5184146873065716
1765540097.534879,-0.4285616733198433,5.081506838160967,2.8564653605219887,2.3463342998451453,3.532416832104918,5.043289558348492
1765540097.5392795,-0.5280993920642733,5.071919908607335,-3.2398759647666435,2.0634295590888367,-2.653710538696356,2.333258603081208
1765540097.5447955,-0.6274254781197746,5.060344274715116,3.107744116333569,3.6720300611300765,3.4272748025094875,5.035281401287338
1765540097.5489817,-0.6274254781197746,5.060344274715116,-3.049519166081981,2.1586928442857642,-2.6780960867072157,2.288404263199389
1765540097.558266,-0.6274254781197746,5.060344274715116,2.9754625147609883,4.122193963876513,3.303698731654912,5.023379228917492
1765540097.5668216,-0.6274254781197746,5.060344274715116,-2.99195454554242,2.1371132936970314,-2.727023839959608,2.1939536673600486
1765540097.577937,-4.505655744998062,2.265646652101868,3.131422226044301,4.2599655757119335,3.4475770626678837,5.0401470585075865
1765540097.5874367,-4.505655744998062,2.265646652101868,-2.8922179046097876,1.9125883737639928,-2.6734030961104724,2.3027366898581234
1765540097.6119075,-4.505655744998062,2.265646652101868,3.1362282116386817,4.428679812240021,3.355100381557014,5.027490381294991
1765540097.6685495,-0.7265002023762553,5.04678456658353,-3.140810594976184,1.755566325721065,-2.756527665957602,2.1252318874195617
1765540097.6758153,-4.548064622792392,2.1750864303964494,3.5738843360671444,2.3783105999350704,3.269075820953638,3.9662129656647296
1765540097.7139661,3.7600286123715847,3.3969166933240325,3.189392433599495,4.912611404604982,3.2537911030918547,5.011554762714189
1765540097.7613738,-0.8252839362649874,5.031246207915033,-2.997351360465079,1.899409561834725,-2.8149751606209485,1.993632466017834
1765540097.7734475,-4.588653935404327,2.0836961991197906,3.738199951997429,2.9293188351067565,3.36624309854196,3.8576361701356388
1765540097.812169,3.693342760315049,3.4714328916073924,3.2932010483939846,4.84278776731835,3.3101411702329386,5.02157712976109
1765540097.8688226,-0.9237371676095271,5.013735413845917,-3.040967639336495,1.671130999448259,-2.8643618623369695,1.8761554184301172
1765540097.8802752,-4.627407447650003,1.9915125131458893,3.557212567990913,2.5522451684751135,3.22963388646504,4.004276070511732
1765540097.9233832,3.6251800203716353,3.5446005590194236,3.2300377383816845,4.807970576608903,3.127373318330708,4.985285262490115
1765540097.9829695,-1.0218205164300116,4.994259188460339,-3.0986396790410473,1.63137304003331,-2.896986568472008,1.7939882836146437
1765540098.009407,-4.664309658641225,1.898572244720044,3.470425039269962,2.7173558178919857,3.1647990880662453,4.0711389312747475
1765540098.0440903,3.5555676567284964,3.616390429468718,2.9021878045285425,4.966975356071549,2.994527303971252,4.956133216871361
1765540098.0780425,-1.1194947506946817,4.972825321988772,-3.066830142623928,1.7153198540201016,-2.906947722879139,1.7673598295204787
1765540098.088954,-4.699345807985627,1.8049125687104213,3.2884204369978094,3.096023274090709,3.0832895670981246,4.151901696425694
1765540098.1162753,3.484533513402937,3.6867737879642806,3.0149187371645465,4.887755332588433,2.997614192363292,4.956875615718937
1765540098.1702788,-1.216720802012146,4.94944238769202,-3.2161036663282565,1.5723876317301144,-2.9240626987563063,1.7186612236025516
1765540098.178504,-4.732501881690606,1.710570947738663,3.372708810141611,2.3037128701373604,2.979830880583686,4.250391086754862
1765540098.2195258,3.412106003105178,3.755722482101146,2.90228484749646,4.687386981174314,2.881367407797376,4.926446552107708
1765540098.5916836,-1.3134597812581907,4.924119738432039,2.9106978665075416,4.991577633968784,2.8699828453652936,4.923221893381398
1765540098.5954485,3.263187307487369,3.889206147943051,3.138413893133898,3.9017617286520503,2.777422959895887,4.434688533602021
1765540098.604494,1.4540762832160379,-4.684206622459588,6.478556936425225,-3.395875641515743,-2.038291608633492,-8.149688227777576
1765540098.6178248,-1.5053219566281433,4.867696581719442,1.9633343846593574,2.690502450785735,2.581946158624183,4.835376763904098
1765540098.6225603,-4.820560820645699,1.423833042135156,-3.973750480868275,0.6459604432232977,-3.067409197222078,1.2418437915988485
1765540098.6247385,3.1867556876600114,3.9536877279615124,1.1471094274480524,1.9019748916340342,2.6648779656942083,4.529637182677952
1765540098.629428,1.5494632979525833,-4.654190225428013,3.807159216529346,0.04092927322091376,-1.827130533053745,-8.083240035644483
1765540098.6356523,-1.6003684104400233,4.836618642777214,2.4484474049360685,4.0604091332614685,2.3948381730907324,4.774196884836532
1765540098.640261,-4.846071569720607,1.3271434958917914,-3.601536948402931,0.8817924147088264,-3.104580663322108,1.1009583875733093
1765540098.6424325,3.109049808020433,4.016627881604082,1.1984908611668255,1.9477293480534836,2.722241551621391,4.483173865764328
1765540098.6464605,1.6442309480025339,-4.622272218361142,1.453201714889711,2.1001243819229107,-1.7814068574521789,-8.06784017503588
1765540098.6535819,-1.6947743382523623,4.803646116865422,2.4065272488168006,4.306629179774407,2.2557181752302418,4.72560737525169
1765540098.6619284,-1.6947743382523623,4.803646116865422,-3.488864011483665,1.0141240876191324,-3.0984610454032055,1.1261877797303577
1765540098.6718764,-4.869643554807715,1.2299631059452492,1.4723046406901155,2.031615782960574,2.7905955882532743,4.430036689416441
1765540098.690491,3.0301007498844257,4.078001433648494,1.2093460269896197,2.1594159870818963,-1.8344673991558424,-8.086900875883007
1765540098.7137957,1.7383413275694046,-4.5884653680362435,2.1286156821365987,4.285463882857376,2.098373279027059,4.667096491355039
1765540098.759555,-1.788501978952748,4.768792192554807,-3.3374629180696407,0.7314166628046791,-3.1302659621339477,0.9825871994170375
1765540098.7684348,-4.891267347427284,1.1323307431557696,-4.04450971299973,-1.1287430176171993,-3.7421215435249446,-6.481531598933842
1765540098.7727525,-2.9927715756988618,-3.9046704416984443,1.3984942228001946,1.1481826998658324,2.6530908561532076,4.532585288050477
1765540098.7868524,2.9499400918226026,4.137783835492235,1.6365612431333796,1.9346785692326731,-1.746510129082549,-8.053303587282057
1765540098.8084016,1.8317567937561567,-4.552783196742691,2.157974117671535,4.19844537266336,2.0675368107638064,4.654922154959806
1765540098.8596823,-1.8815138427346016,4.732070810950375,-3.4996376406163927,0.5279681294736673,-3.1547137835001866,0.8607079310894158
1765540098.8689873,-4.910934298350577,1.03428545916673,-6.769364924120489,-3.9053795031869107,-3.6690975230664065,-6.53499232300583
1765540098.8744836,-2.912084905290209,-3.963740974872575,-1.0581276292227102,4.118414077889474,2.4007018562000235,4.713071659867895
1765540098.8907595,2.868599897029395,4.195951174971655,-2.96505679733954,0.9063931511184271,-1.5659456660969142,-7.980162260461258
1765540098.9117763,1.9244399816218394,-4.515239976873249,0.6488215780659493,6.1935388463178604,2.0356640603780294,4.641595912150817
1765540098.9564466,-1.9737727260925362,4.693496660115162,-2.729196686467619,1.0290581393908433,-3.17041514717442,0.7734132106150603
1765540098.9652996,-1.9737727260925362,4.693496660115162,-6.631515835813324,-4.0418670334436,-3.6559857868858594,-6.544194372437807
1765540098.97194,-4.928636541059445,0.9358664707844814,1.2881891497450666,1.752124050002434,2.3482390726317246,4.749024745822674
1765540098.9904323,2.7861127004981987,4.252480185926516,-3.9846463102443344,-1.7733881673859062,-1.4170680692734992,-7.916361452153416
1765540099.007985,2.0163538191270485,-4.4758507252153015,-4.060259279223567,6.878264979792829,1.873763950146178,4.570067582433757
1765540099.0629995,-2.065241726703318,4.653085169195184,-2.1437075536432073,1.976979143579602,-3.1908967281459364,0.6448330517599621
1765540099.0774086,-2.065241726703318,4.653085169195184,-6.2090788195200695,-4.389525813472772,-3.554216283187356,-6.61262175777625
1765540099.08384,-4.9443669948928335,0.8371131442921232,1.661237560756565,1.596212441088674,2.2113477915096555,4.838867477838534
1765540099.093204,-2.747248718803274,-4.076982745326497,-3.978903760538923,-2.80978378349897,-1.2945938558742696,-7.860950899188502
1765540099.108916,2.1074615419623166,-4.4346311969443155,-4.4829763486493635,6.492505082712881,1.7818237586716505,4.527230302604095
1765540099.1629794,-2.1558842581862816,4.610852502247993,-1.9656458501194631,2.233574197434605,-3.2092589570620684,0.5125835066280515
1765540099.1823094,-4.958119367878945,0.7380649797035771,-5.866304558642634,-4.661974845642247,-3.5240936886728527,-6.6320121516239405
1765540099.1935475,-2.6631651350017855,-4.131108687407986,0.17284834580626252,3.949146122935394,2.1102874054285254,4.90233940580757
1765540099.202803,2.617829722925361,4.360533443213479,-3.7332078483125235,-0.687750762873182,-1.3055611217176133,-7.866179470229557
1765540099.2150342,2.1977267082532466,-4.39159787932202,-2.547272749141789,7.281054660115891,1.6200074158496212,4.447859466912322
1765540099.2592933,-2.245664064737369,4.566815551777281,-1.8431928842139917,1.2209633750180915,-3.2198839964758528,0.42293093795391395
1765540099.27622,-4.969888159251949,0.6387615949640357,-5.832995824917483,-3.8113753334294653,-3.4233263974024193,-6.694063077424809
1765540099.2858188,-2.5780159206813575,-4.183542245095066,0.13368671144400046,4.226443962161148,2.2269555479182337,4.832278716224595
1765540099.2951066,2.532101252831005,4.412014469683355,-3.562602823791832,0.0004827722454925354,-1.3306467221412481,-7.878760617852562
